title,dept,salary,race,gender,experience
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,16
MANAGING ENGINEER,Public Works & Engineering-PWE,114671.0,Asian,Male,26
INSPECTOR,Public Works & Engineering-PWE,43264.0,Black,Male,5
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,11
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,23
FIELD SUPERVISOR,Public Works & Engineering-PWE,49608.0,Black,Male,26
SPECIAL SERVICE REPRESENTATIVE,Houston Airport System (HAS),32323.0,Asian,Male,1
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,13
STAFF PHARMACIST,Health & Human Services,83466.0,Black,Female,14
SENIOR BUYER,Public Works & Engineering-PWE,47008.0,Black,Female,10
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,Hispanic,Male,1
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,31
SENIOR CLERK,Health & Human Services,26125.0,Hispanic,Female,18
CHEMIST II,Public Works & Engineering-PWE,47840.0,Asian,Male,1
ENVIRONMENTAL INVESTIGATOR III,Health & Human Services,55806.0,Black,Male,29
PROJECT MANAGER,Houston Airport System (HAS),76097.0,Hispanic,Male,13
STAFF EPIDEMIOLOGIST,Health & Human Services,48672.0,Asian,Female,6
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629.0,Hispanic,Male,21
POLICE OFFICER,Houston Police Department-HPD,43443.0,Black,Male,1
SENIOR INVENTORY MANAGEMENT CLERK,Public Works & Engineering-PWE,28766.0,Hispanic,Male,9
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,24
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9
ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,38750.0,Black,Female,2
CAPTAIN,Houston Fire Department (HFD),66523.0,Hispanic,Male,15
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,20
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352.0,Black,Female,0
TECHNICAL HARDWARE ANALYST III,Public Works & Engineering-PWE,57200.0,Hispanic,Male,7
CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,18
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,14
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Hispanic,Male,19
UTILITY WORKER,Public Works & Engineering-PWE,29557.0,Black,Male,0
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,30
CHIEF ARCHITECT,Houston Airport System (HAS),115416.0,Hispanic,Male,1
SENIOR POLICE TELECOMMUNICATOR,Houston Police Department-HPD,43722.0,Black,Female,9
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,White,Male,26
UTILITY WORKER,Public Works & Engineering-PWE,39666.0,Black,Male,32
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,23
EQUIPMENT OPERATOR I,Houston Airport System (HAS),29453.0,Black,Male,10
FINANCIAL ANALYST IV,Health & Human Services,68432.0,Black,Female,4
SANITARIAN II,Health & Human Services,47050.0,Black,Male,2
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,Hispanic,Male,10
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,31
SEMI-SKILLED LABORER,Houston Airport System (HAS),32906.0,Hispanic,Female,7
SENIOR POLICE SERVICE OFFICER,Houston Police Department-HPD,30888.0,White,Female,24
FACILITIES TECHNICIAN I,Public Works & Engineering-PWE,31158.0,Black,Male,1
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,24
INSPECTOR,Public Works & Engineering-PWE,53123.0,White,Male,4
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Black,Male,23
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,16
EQUIPMENT WORKER,Parks & Recreation,29307.0,White,Male,2
BREASTFEEDING PEER COUNSELOR,Health & Human Services,27310.0,Hispanic,Female,1
ENGINEER,Public Works & Engineering-PWE,83036.0,White,Female,18
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,22
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,18
ASSISTANT SUPERINTENDENT,Parks & Recreation,47466.0,Hispanic,Male,22
JAIL ATTENDANT,Houston Police Department-HPD,37211.0,Black,Female,8
NUTRITIONIST CONSULTANT,Health & Human Services,58855.0,Native American,Female,17
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Female,20
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,9
SURVEILLANCE INVESTIGATOR EPIDEMIOLOGY,Health & Human Services,38563.0,Black,Female,17
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,31
PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,83734.0,Black,Male,27
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,14
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,4
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,15
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39707.0,White,Male,6
SUPERINTENDENT,Houston Airport System (HAS),75462.0,Black,Male,20
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,14
UTILITY WORKER,Public Works & Engineering-PWE,28995.0,Asian,Male,1
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,Black,Male,1
UTILITY WORKER,Public Works & Engineering-PWE,39666.0,Hispanic,Male,17
ADMINISTRATION MANAGER,Health & Human Services,87222.0,Black,Female,10
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Female,4
JAIL ATTENDANT,Houston Police Department-HPD,35838.0,Black,Female,4
LABORER,Houston Airport System (HAS),26125.0,Black,Male,10
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,15
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Male,22
LABORER,Houston Airport System (HAS),26125.0,Black,Female,9
SENIOR PAYROLL CLERK,Houston Police Department-HPD,34216.0,Hispanic,Female,8
INVESTIGATOR,Houston Fire Department (HFD),66523.0,White,Male,13
SENIOR CUSTOMER SERVICE CLERK,Houston Police Department-HPD,33550.0,Black,Female,2
SENIOR PUBLIC HEALTH EDUCATOR,Health & Human Services,44366.0,Asian,Female,1
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25
CUSTOMER SERVICE CLERK,Houston Police Department-HPD,26250.0,Black,Female,9
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7
SENIOR PLAN ANALYST,Public Works & Engineering-PWE,51584.0,Black,Male,1
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,21
FIELD SUPERVISOR,Public Works & Engineering-PWE,41267.0,Black,Male,10
ASSISTANT DIRECTOR (EXECUTIVE LEVEL),Houston Airport System (HAS),128606.0,White,Female,23
DIVISION MANAGER,Public Works & Engineering-PWE,93089.0,Black,Female,11
SENIOR REGULATORY INVESTIGATOR,Houston Airport System (HAS),43826.0,Hispanic,Male,24
ADMINISTRATIVE SPECIALIST,Public Works & Engineering-PWE,56489.0,Black,Male,15
ADMINISTRATIVE ASSISTANT,Parks & Recreation,41330.0,Hispanic,Female,28
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Female,4
TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,39666.0,White,Female,3
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9
SENIOR MICROCOMPUTER ANALYST,Houston Police Department-HPD,62481.0,Hispanic,Male,7
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9
JAIL ATTENDANT,Houston Police Department-HPD,37461.0,Black,Female,8
UTILITY WORKER,Public Works & Engineering-PWE,37606.0,Black,Male,10
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36962.0,Hispanic,Male,9
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,35
ADMINISTRATIVE SPECIALIST,Houston Fire Department (HFD),52000.0,Black,Female,9
INSPECTOR,Public Works & Engineering-PWE,43264.0,Black,Male,1
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,8
ADMINISTRATIVE SPECIALIST,Houston Police Department-HPD,47996.0,Black,Female,7
SYSTEMS SUPPORT ANALYST IV,Houston Police Department-HPD,78286.0,White,Male,18
MANAGEMENT ANALYST IV,Health & Human Services,65338.0,White,Female,3
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,26
POLICE OFFICER,Houston Police Department-HPD,45279.0,Hispanic,Female,3
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,26
SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,77325.0,White,Male,8
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,23
GROUND TRANSPORTATION REPRESENTATIVE,Houston Airport System (HAS),32157.0,Asian,Female,23
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Male,3
POLICE SERVICE OFFICER,Houston Police Department-HPD,27914.0,Black,Female,5
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,23
CAPTAIN,Houston Fire Department (HFD),70181.0,Black,Male,22
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Black,Male,12
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,10
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Male,15
EQUIPMENT WORKER,Public Works & Engineering-PWE,37211.0,Black,Male,32
BUILDING MAINTENANCE SUPERVISOR,Parks & Recreation,30347.0,Black,Female,21
MOBILITY SERVICE OFFICER,Houston Police Department-HPD,44429.0,Hispanic,Female,11
SECURITY OFFICER,Houston Airport System (HAS),29286.0,Hispanic,Male,5
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,34
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,Black,Male,33
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,2
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523.0,Black,Male,13
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,2
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,7
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,7
