dept,title,race,gender,experience_level,experience,salary
Public Works & Engineering-PWE,INSPECTOR,White,Male,Experienced,6.0,49691.0
Public Works & Engineering-PWE,ADMINISTRATIVE ASSISTANT,Black,Female,Veteran,20.0,39208.0
Houston Airport System (HAS),SECURITY OFFICER,White,Male,Veteran,19.1,29286.0
Parks & Recreation,PARK MAINTENANCE AIDE,Hispanic,Male,Novice,1.1,
Houston Fire Department (HFD),DISTRICT CHIEF,Black,Male,Veteran,48.0,89590.0
Houston Police Department-HPD,POLICE OFFICER,Black,Male,Experienced,6.7,52514.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Experienced,13.1,55437.0
Parks & Recreation,DIVISION MANAGER,White,Male,Veteran,19.5,85055.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,16.8,61643.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,11.7,62540.0
Houston Airport System (HAS),AIRPORT BUSINESS DEVELOPMENT COORDINATOR,Black,Male,Novice,4.5,96325.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE III,Black,Female,Novice,1.6,35485.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,25.6,66614.0
Health & Human Services,MICROBIOLOGIST I,White,Female,Novice,1.4,33821.0
Public Works & Engineering-PWE,ADMINISTRATIVE COORDINATOR,Hispanic,Female,Veteran,15.9,60248.0
Public Works & Engineering-PWE,EQUIPMENT WORKER,Black,Male,Experienced,5.2,33987.0
Houston Fire Department (HFD),ADMINISTRATIVE ASSISTANT,Hispanic,Female,Novice,2.5,41995.0
Public Works & Engineering-PWE,WATER SERVICE INSPECTOR I,Hispanic,Male,Novice,0.5,32240.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,10.5,55461.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,9.3,55461.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,10.0,60347.0
Parks & Recreation,SENIOR STAFF ANALYST (EXECUTIVE LEVEL),Hispanic,Female,Veteran,17.4,83916.0
Houston Airport System (HAS),MAINTENANCE MECHANIC III,Black,Female,Experienced,9.0,39125.0
Houston Airport System (HAS),SENIOR PROCUREMENT SPECIALIST,Asian,Male,Veteran,22.3,77535.0
Houston Fire Department (HFD),EXECUTIVE OFFICE ASSISTANT,White,Female,Veteran,21.4,43014.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,20.0,70181.0
Public Works & Engineering-PWE,SENIOR UTILITY MECHANIC,Hispanic,Male,Novice,2.5,36130.0
Houston Airport System (HAS),INSPECTOR,Hispanic,Male,Veteran,27.4,57782.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Male,Experienced,9.2,55461.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,22.6,63166.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,34.0,
Public Works & Engineering-PWE,ENGINEER,White,Female,Experienced,7.8,75224.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Experienced,12.3,66523.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,26.1,66614.0
Houston Fire Department (HFD),DISTRICT CHIEF,White,Male,Veteran,27.5,89590.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,8.7,55461.0
Public Works & Engineering-PWE,FIXED ASSET MANAGER,Black,Male,Veteran,36.1,65000.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,19.1,63166.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Experienced,11.3,66614.0
Public Works & Engineering-PWE,ADMINISTRATION MANAGER,Black,Female,Experienced,10.1,74384.0
Houston Fire Department (HFD),DEPUTY CHIEF,White,Male,Veteran,35.7,99480.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Novice,4.6,48190.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,42.7,
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,34.1,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,24.3,66614.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,11.4,60347.0
Health & Human Services,SENIOR COUNSELOR,Black,Male,Experienced,9.8,54857.0
Houston Airport System (HAS),AIRPORT OPERATIONS COORDINATOR,Black,Male,Experienced,10.3,51501.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Novice,1.8,43528.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,13.4,55437.0
Houston Police Department-HPD,POLICE LIEUTENANT,Black,Female,Veteran,23.8,91181.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Veteran,16.1,61643.0
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",Black,Male,Novice,1.6,40170.0
Houston Fire Department (HFD),DISTRICT CHIEF,White,Male,Veteran,37.8,89590.0
Houston Police Department-HPD,OFFICE SUPERVISOR,Black,Female,Veteran,28.1,45677.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,34.8,
Houston Police Department-HPD,JAIL ATTENDANT,Black,Female,Experienced,7.9,35318.0
Parks & Recreation,RECREATION SUPERVISOR,Black,Female,Veteran,28.7,40706.0
Health & Human Services,MANAGEMENT ANALYST IV,Black,Female,Experienced,6.9,67782.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,15.1,66523.0
Houston Police Department-HPD,JAIL ATTENDANT,Black,Female,Novice,2.7,35318.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,8.2,55461.0
Health & Human Services,STAFF EPIDEMIOLOGIST,Asian,Female,Novice,4.9,51861.0
Houston Police Department-HPD,"POLICE OFFICER,PROBATIONARY",White,Male,Novice,1.5,28169.0
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",Black,Male,Novice,1.7,40170.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,16.1,61643.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Experienced,14.9,62540.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Experienced,11.8,77076.0
Houston Fire Department (HFD),SENIOR INSPECTOR,Black,Male,Veteran,16.3,74270.0
Houston Police Department-HPD,CUSTODIAN,Hispanic,Female,Veteran,17.8,26229.0
Houston Fire Department (HFD),FIRE FIGHTER TRAINEE,White,Male,Novice,1.1,28024.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Female,Novice,4.6,47650.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,9.6,55461.0
Health & Human Services,SENIOR NUTRITIONIST,Black,Female,Experienced,6.1,47445.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Novice,1.8,43443.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,19.3,81239.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,8.4,55461.0
Houston Airport System (HAS),MAINTENANCE MECHANIC III,White,Male,Experienced,10.9,39333.0
Health & Human Services,CUSTOMER SERVICE REPRESENTATIVE III,White,Female,Experienced,12.6,36150.0
Public Works & Engineering-PWE,FIELD SUPERVISOR,Black,Male,Veteran,37.2,51397.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,9.3,55461.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,10.4,55461.0
Houston Fire Department (HFD),INVESTIGATOR,White,Male,Veteran,23.8,70181.0
Houston Airport System (HAS),LABORER,Hispanic,Female,Experienced,12.8,26125.0
Health & Human Services,SANITARIAN III,Black,Female,Novice,2.2,
Houston Police Department-HPD,POLICE SERGEANT,Hispanic,Male,Veteran,19.0,81239.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Novice,2.4,66614.0
Health & Human Services,COUNSELOR,Black,Female,Novice,2.1,42890.0
Houston Police Department-HPD,POLICE SERGEANT,White,Female,Novice,2.0,81239.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,20.3,66614.0
Public Works & Engineering-PWE,LABORER,Black,Male,Novice,4.9,26125.0
Houston Police Department-HPD,"POLICE OFFICER,PROBATIONARY",Hispanic,Male,Novice,1.5,28169.0
Houston Fire Department (HFD),ASSISTANT FIRE MARSHAL,Hispanic,Male,Veteran,30.7,99480.0
Parks & Recreation,HEATING & AIR CONDITIONING LEADER,Asian,Male,Veteran,26.6,48651.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Male,Experienced,9.7,55461.0
Houston Police Department-HPD,POLICE OFFICER,Native American,Male,Experienced,8.3,55461.0
Public Works & Engineering-PWE,PROJECT MANAGER,Hispanic,Male,Experienced,12.0,61564.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Novice,2.2,43528.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Asian,Male,Experienced,13.5,61643.0
Health & Human Services,MEDICAL RECORDS SUPERVISOR,Hispanic,Male,Experienced,10.9,58406.0
Health & Human Services,SENIOR NUTRITIONIST,Hispanic,Female,Experienced,6.1,47445.0
Parks & Recreation,SENIOR ACCOUNTANT,Black,Male,Experienced,12.0,55462.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,14.4,62540.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Novice,1.8,43528.0
Public Works & Engineering-PWE,UTILITY WORKER,Hispanic,Male,Veteran,28.5,41184.0
Public Works & Engineering-PWE,SENIOR PROJECT MANAGER,Asian,Male,Experienced,11.6,89955.0
Parks & Recreation,SUPERINTENDENT,White,Male,Novice,1.5,57824.0
Health & Human Services,SENIOR STAFF ANALYST,Black,Female,Experienced,8.8,88361.0
Houston Police Department-HPD,POLICE OFFICER,Black,Male,Experienced,7.7,55461.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,16.7,66523.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,26.5,66614.0
Houston Airport System (HAS),SYSTEMS SUPPORT ANALYST III,Native American,Female,Veteran,21.0,68299.0
Houston Airport System (HAS),IT PROJECT MANAGER,White,Male,Experienced,12.0,90832.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Veteran,20.3,66614.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Experienced,8.5,51194.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,17.0,62540.0
Health & Human Services,CUSTOMER SERVICE CLERK,Black,Female,Experienced,13.8,30846.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Veteran,30.7,61226.0
Public Works & Engineering-PWE,GRADUATE ENGINEER,White,Female,Novice,1.7,52562.0
Houston Airport System (HAS),SECURITY OFFICER,Black,Male,Novice,5.0,29286.0
Public Works & Engineering-PWE,SEMI-SKILLED LABORER,White,Male,Novice,0.7,27352.0
Public Works & Engineering-PWE,PUBLIC WORKS MAINTENANCE SECTION CHIEF,Black,Male,Veteran,30.6,60840.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Black,Male,Veteran,18.9,63166.0
Houston Police Department-HPD,PROCUREMENT SPECIALIST,Black,Female,Veteran,28.0,63551.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,32.9,70181.0
Houston Police Department-HPD,POLICE OFFICER,Black,Male,Experienced,13.5,60347.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,31.4,81239.0
Parks & Recreation,RECREATION FACILITY MANAGER,White,Male,Novice,2.5,46566.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,35.0,66614.0
Houston Police Department-HPD,POLICE SERGEANT,Hispanic,Male,Veteran,21.6,81239.0
Public Works & Engineering-PWE,SENIOR GIS ANALYST,White,Female,Experienced,7.5,66867.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Experienced,15.0,66523.0
Houston Fire Department (HFD),SENIOR CAPTAIN,Black,Male,Veteran,26.0,78355.0
Houston Police Department-HPD,POLICE LIEUTENANT,Black,Female,Veteran,22.8,91181.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Veteran,22.6,63166.0
Public Works & Engineering-PWE,INSPECTOR TRAINEE,Hispanic,Male,Novice,0.7,32136.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,26.0,63166.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,22.6,66614.0
Houston Police Department-HPD,JAIL ATTENDANT,Black,Female,Experienced,7.9,35318.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,23.4,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,39.9,
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,31.9,66614.0
Houston Airport System (HAS),AIRPORT OPERATIONS SPECIALIST,Black,Male,Veteran,32.7,45240.0
Houston Police Department-HPD,POLICE SERGEANT,Hispanic,Male,Veteran,38.7,81239.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Veteran,15.1,57815.0
Public Works & Engineering-PWE,SANITARIAN III,Asian,Male,Veteran,22.1,53373.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Novice,2.4,43528.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Experienced,7.3,51194.0
Public Works & Engineering-PWE,SUPERVISING ENGINEER,White,Male,Novice,0.6,98895.0
Houston Police Department-HPD,POLICE OFFICER,White,Female,Experienced,7.7,55461.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,25.8,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,30.6,66614.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,25.3,81239.0
Health & Human Services,SENIOR CUSTOMER SERVICE CLERK,Black,Female,Novice,3.7,33675.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE III,Black,Female,Veteran,17.2,36629.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Novice,4.1,47650.0
Houston Police Department-HPD,SENIOR AIRCRAFT MECHANIC,White,Male,Veteran,36.8,61755.0
Houston Fire Department (HFD),INSPECTOR,White,Male,Veteran,20.5,70181.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,10.1,55461.0
Houston Fire Department (HFD),INVESTIGATOR,Hispanic,Male,Veteran,33.7,70181.0
Houston Fire Department (HFD),DISTRICT CHIEF,White,Male,Veteran,35.8,
Health & Human Services,SANITARIAN III,Asian,Male,Veteran,19.5,54288.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,14.1,62540.0
Public Works & Engineering-PWE,INSPECTOR,White,Male,Novice,4.7,53123.0
Houston Police Department-HPD,POLICE CAPTAIN,White,Male,Veteran,31.9,104455.0
Public Works & Engineering-PWE,PUBLIC WORKS MAINTENANCE MANAGER,White,Male,Experienced,10.1,83734.0
Houston Airport System (HAS),CARPENTER,Hispanic,Male,Experienced,7.6,42099.0
Houston Police Department-HPD,POLICE LIEUTENANT,White,Male,Veteran,36.7,
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",White,Male,Novice,0.9,40170.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,20.5,70181.0
Parks & Recreation,RECREATION ASSISTANT,White,Male,Experienced,8.4,26125.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,14.4,55437.0
Public Works & Engineering-PWE,FINANCIAL ANALYST III,Black,Male,Experienced,10.4,52832.0
Parks & Recreation,ADMINISTRATIVE SPECIALIST,Hispanic,Female,Veteran,19.4,54607.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,17.8,61643.0
Public Works & Engineering-PWE,CUSTOMER SERVICE SECTION CHIEF,White,Female,Experienced,8.0,53061.0
Public Works & Engineering-PWE,SENIOR PLANT OPERATOR,Black,Male,Experienced,10.4,45926.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,34.0,
Houston Police Department-HPD,POLICE OFFICER,Black,Female,Experienced,10.3,60347.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,31.1,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,27.1,66614.0
Public Works & Engineering-PWE,INSPECTOR,White,Male,Veteran,20.2,57928.0
Houston Police Department-HPD,"POLICE OFFICER,PROBATIONARY",White,Male,Novice,1.4,42000.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,18.4,63166.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Veteran,15.3,57815.0
Houston Police Department-HPD,CRIMINAL INTELLIGENCE ANALYST,White,Female,Novice,2.4,55411.0
Houston Police Department-HPD,POLICE OFFICER,Black,Male,Experienced,9.2,55461.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Novice,4.0,31450.0
Houston Police Department-HPD,POLICE LIEUTENANT,White,Male,Veteran,32.8,
Public Works & Engineering-PWE,INSPECTOR,White,Male,Experienced,8.1,54600.0
Public Works & Engineering-PWE,EQUIPMENT WORKER,Black,Male,Experienced,9.2,33987.0
Houston Police Department-HPD,SENIOR GIS TECHNICIAN,White,Male,Veteran,23.8,45344.0
Public Works & Engineering-PWE,INSPECTOR,White,Male,Novice,3.5,51584.0
Houston Police Department-HPD,JAIL ATTENDANT,Black,Female,Experienced,8.8,37336.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,24.3,66614.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,9.1,52644.0
Public Works & Engineering-PWE,ADMINISTRATIVE ASSISTANT,Black,Female,Experienced,7.8,39270.0
Parks & Recreation,FIELD SUPERVISOR,Black,Male,Veteran,17.0,38147.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,15.7,62540.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,31.1,
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Veteran,15.1,57815.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,9.8,60347.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,35.0,66614.0
Houston Fire Department (HFD),SENIOR CAPTAIN,White,Male,Veteran,34.8,78355.0
Public Works & Engineering-PWE,GRADUATE ENGINEER,White,Male,Novice,1.6,52582.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Experienced,10.2,52644.0
Houston Airport System (HAS),AIRPORT BUSINESS DEVELOPMENT COORDINATOR,Hispanic,Female,Experienced,7.5,96157.0
Public Works & Engineering-PWE,MANAGING ENGINEER,White,Male,Veteran,25.2,91063.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,7.6,55461.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,5.5,47650.0
Health & Human Services,SENIOR CUSTOMER SERVICE CLERK,Black,Female,Experienced,7.5,36941.0
Public Works & Engineering-PWE,EXECUTIVE OFFICE ASSISTANT,Black,Female,Veteran,15.9,45240.0
Houston Airport System (HAS),AIRPORT OPERATIONS ASSISTANT,Black,Female,Experienced,13.0,37752.0
Houston Police Department-HPD,POLICE SERGEANT,Hispanic,Male,Veteran,24.3,81239.0
Houston Airport System (HAS),MANAGING ENGINEER,White,Male,Novice,4.4,103427.0
Parks & Recreation,EQUIPMENT WORKER,Black,Female,Experienced,8.3,30347.0
Public Works & Engineering-PWE,FIELD SUPERVISOR,Black,Male,Novice,4.9,43326.0
Public Works & Engineering-PWE,FIELD SUPERVISOR,Hispanic,Male,Veteran,35.2,44658.0
Houston Fire Department (HFD),SENIOR INVENTORY MANAGEMENT CLERK,Black,Female,Novice,1.6,33405.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Experienced,13.6,66523.0
Public Works & Engineering-PWE,SENIOR INSPECTOR,Black,Male,Veteran,25.4,53373.0
Houston Fire Department (HFD),FIRE FIGHTER TRAINEE,,Male,Novice,0.7,28024.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Novice,3.4,31450.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,15.8,62540.0
Parks & Recreation,AQUATIC CENTER SUPERVISOR,Hispanic,Male,Novice,0.5,
Houston Police Department-HPD,POLICE SERGEANT,Black,Male,Veteran,30.6,81239.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Novice,2.9,34320.0
Houston Police Department-HPD,POLICE SERGEANT,White,Female,Experienced,15.0,77076.0
Houston Airport System (HAS),AIRPORT OPERATIONS ASSISTANT,Black,Female,Experienced,10.9,33613.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Female,Experienced,5.5,47650.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Male,Novice,5.0,47650.0
Public Works & Engineering-PWE,LABORER,Black,Male,Novice,1.1,26125.0
Parks & Recreation,URBAN PARK RANGER,White,Male,Experienced,8.1,29682.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,9.3,55461.0
Houston Police Department-HPD,JAIL ATTENDANT,Black,Male,Experienced,9.0,37024.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,32.1,
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,31.5,
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Experienced,13.7,55437.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,26.7,63166.0
Houston Police Department-HPD,POLICE SERGEANT,Hispanic,Male,Veteran,20.3,81239.0
Public Works & Engineering-PWE,SENIOR PROJECT MANAGER,Black,Male,Veteran,23.4,73193.0
Parks & Recreation,RECREATION SPECIALIST,,Female,Novice,0.7,28766.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Experienced,7.8,51194.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Experienced,8.7,30139.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,20.6,61643.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Novice,4.6,48190.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Veteran,22.6,
Houston Fire Department (HFD),DISTRICT CHIEF,White,Male,Veteran,27.2,89590.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,19.3,66614.0
Houston Airport System (HAS),AIRPORT OPERATIONS ASSISTANT,Hispanic,Male,Veteran,19.3,35485.0
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",Hispanic,Male,Novice,1.6,40170.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,27.1,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Female,Veteran,19.3,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,32.8,66614.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Novice,3.8,47650.0
Houston Fire Department (HFD),SENIOR INVESTIGATOR,Hispanic,Male,Veteran,17.0,74270.0
Public Works & Engineering-PWE,PROJECT TECHNICIAN III,Asian,Male,Veteran,21.9,45074.0
Public Works & Engineering-PWE,IT PROJECT MANAGER,Black,Male,Experienced,12.2,97581.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Experienced,9.5,52644.0
Parks & Recreation,RECREATION ASSISTANT,Black,Female,Experienced,7.5,
Public Works & Engineering-PWE,SENIOR UTILITY MECHANIC,Black,Male,Experienced,7.8,36130.0
Public Works & Engineering-PWE,SENIOR OFFICE ASSISTANT,Black,Female,Experienced,14.3,29931.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,29.4,81239.0
Health & Human Services,ADMINISTRATIVE ASSOCIATE,Black,Female,Veteran,32.2,36358.0
Houston Fire Department (HFD),COMMUNICATIONS CAPTAIN,Black,Male,Veteran,18.7,70181.0
Parks & Recreation,CUSTODIAN,Black,Female,Novice,1.0,26125.0
Public Works & Engineering-PWE,PLANT OPERATOR TRAINEE,Hispanic,Male,Novice,1.0,31158.0
Houston Police Department-HPD,POLICE SERGEANT,Hispanic,Male,Experienced,8.3,74511.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,24.8,81239.0
Parks & Recreation,LIFEGUARD,,Male,Novice,0.5,
Houston Police Department-HPD,POLICE LIEUTENANT,White,Male,Veteran,35.5,
Houston Fire Department (HFD),CAPTAIN,Black,Male,Veteran,20.6,70181.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,22.1,66614.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Male,Experienced,9.6,55461.0
Public Works & Engineering-PWE,SENIOR DATA ENTRY OPERATOR,Black,Female,Experienced,5.4,29016.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Novice,2.4,43528.0
Public Works & Engineering-PWE,LABORER,Black,Male,Experienced,13.2,26125.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,18.4,63166.0
Public Works & Engineering-PWE,ASSISTANT PROJECT MANAGER,Black,Male,Novice,1.4,49150.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,7.7,55461.0
Houston Police Department-HPD,JAIL ATTENDANT,Black,Female,Experienced,8.1,35318.0
Houston Police Department-HPD,OFFICE SERVICE MANAGER,Black,Female,Veteran,26.9,63165.0
Public Works & Engineering-PWE,MANAGEMENT ANALYST IV,Black,Female,Veteran,24.9,70717.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,37.6,
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Novice,3.8,47650.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Female,Experienced,13.7,55437.0
Health & Human Services,NUTRITION SERVICES CHIEF,Black,Female,Veteran,23.4,66178.0
Houston Fire Department (HFD),CAPTAIN,Hispanic,Male,Veteran,26.4,70181.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,34.6,66614.0
Public Works & Engineering-PWE,GRADUATE ENGINEER,Hispanic,Female,Novice,0.9,52562.0
Parks & Recreation,RECREATION ASSISTANT,Black,Female,Novice,1.4,
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,9.5,52644.0
Houston Police Department-HPD,POLICE CAPTAIN,White,Male,Veteran,21.3,104455.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,17.3,61643.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Female,Experienced,11.3,32178.0
Houston Police Department-HPD,PROGRAMMER ANALYST IV,White,Male,Novice,3.9,72332.0
Parks & Recreation,PARK MAINTENANCE AIDE,Black,Male,Veteran,31.9,
Houston Police Department-HPD,POLICE LIEUTENANT,White,Male,Veteran,21.9,91181.0
Houston Police Department-HPD,POLICE OFFICER,Black,Male,Experienced,7.7,55461.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,9.0,55461.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,39.9,
Houston Airport System (HAS),EQUIPMENT OPERATOR III,Hispanic,Male,Veteran,20.6,40435.0
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",White,Male,Novice,1.4,40170.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Novice,3.9,48190.0
Houston Fire Department (HFD),DISTRICT CHIEF,White,Male,Veteran,31.1,89590.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,9.7,55461.0
